Duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1.53215,1.06,0.0130536,-2.55577e-16,-1.17294e-15,3.42709e-15,-4.69606e-15,2.17555e-15,-3.68186e-16,0.235114,-0.0663539,-0.00494257,0.000464939,1.74598e-05,-1.08092e-06,-8.291e-15,1.63425e-15,1.82361,0.048209,-0.00680286,-0.000337798,2.40313e-05,5.50755e-07,3.5892e-15,-8.73481e-16,0,0,0,0,0,0,0,0
1.53215,1.08,0.0130536,1.92051e-17,0,-7.10941e-17,3.23088e-16,4.44555e-16,1.38853e-16,0.123607,-0.0780037,-0.00259846,0.000546568,9.17915e-06,-1.19821e-06,-9.31059e-15,1.56908e-15,1.88042,0.0253449,-0.00799725,-0.000177591,2.82505e-05,1.89777e-07,-7.13384e-16,2.3169e-16,0,0,0,0,0,0,0,0
1.53215,1.1,0.0130536,1.25572e-16,1.46618e-16,-2.30181e-16,-8.40625e-16,1.03927e-15,-8.71482e-17,-3.92135e-16,-0.082018,-6.5061e-16,0.000574696,-3.68385e-15,-1.19821e-06,-1.55626e-15,2.46737e-16,1.9,5.4713e-16,-0.0084088,-2.58048e-15,2.97043e-05,-1.89777e-07,2.55075e-15,-2.35875e-16,0,0,0,0,0,0,0,0
1.53215,1.12,0.0130536,-2.30756e-16,3.2256e-16,2.50093e-18,-3.10508e-15,7.21967e-17,1.21758e-17,-0.123607,-0.0780037,0.00259846,0.000546568,-9.17915e-06,-1.08092e-06,-6.93076e-16,6.92941e-17,1.88042,-0.0253449,-0.00799725,0.000177591,2.82505e-05,-5.50755e-07,-5.40475e-17,-2.15566e-16,0,0,0,0,0,0,0,0
1.53215,1.14,0.0130536,-3.56034e-16,-5.27825e-16,1.42544e-15,-1.35445e-16,3.65333e-16,-8.04262e-18,-0.235114,-0.0663539,0.00494257,0.000464939,-1.74598e-05,-8.57821e-07,-3.96092e-15,6.27401e-16,1.82361,-0.048209,-0.00680286,0.000337798,2.40313e-05,-8.57821e-07,-3.17742e-15,3.11396e-16,0,0,0,0,0,0,0,0
1.53215,1.16,0.0130536,4.09512e-16,8.79708e-17,-2.51822e-15,2.36357e-15,-6.87045e-16,5.03864e-16,-0.323607,-0.048209,0.00680286,0.000337798,-2.40313e-05,-5.50755e-07,-2.92152e-15,5.96501e-16,1.73511,-0.0663539,-0.00494257,0.000464939,1.74598e-05,-1.08092e-06,3.73687e-15,-2.2504e-16,0,0,0,0,0,0,0,0
1.53215,1.18,0.0130536,3.12013e-16,2.46318e-15,-4.80864e-15,4.47743e-15,-7.67802e-16,2.76988e-16,-0.380423,-0.0253449,0.00799725,0.000177591,-2.82505e-05,-1.89777e-07,-2.4664e-15,4.59814e-16,1.62361,-0.0780037,-0.00259846,0.000546568,9.17915e-06,-1.19821e-06,8.88894e-15,-1.69644e-15,0,0,0,0,0,0,0,0
1.53215,1.2,0.0130536,-1.47749e-17,-1.02633e-15,1.68288e-15,1.3333e-15,-8.38563e-16,4.76513e-17,-0.4,-1.91137e-16,0.0084088,1.1143e-15,-2.97043e-05,1.89777e-07,-3.16788e-15,6.91518e-16,1.5,-0.082018,2.49681e-16,0.000574696,6.90691e-15,-1.19821e-06,5.56391e-15,-8.05481e-16,0,0,0,0,0,0,0,0
1.53215,1.22,0.0130536,-4.74809e-16,-8.79708e-17,5.80065e-16,-1.11565e-16,1.25414e-15,-2.19281e-17,-0.380423,0.0253449,0.00799725,-0.000177591,-2.82505e-05,5.50755e-07,-2.31006e-15,4.1403e-16,1.37639,-0.0780037,0.00259846,0.000546568,-9.17915e-06,-1.08092e-06,-2.17323e-15,2.2237e-16,0,0,0,0,0,0,0,0
1.53215,1.24,0.0130536,2.91029e-16,-9.38355e-16,1.47134e-15,-1.96938e-16,-1.16222e-16,-3.63769e-17,-0.323607,0.048209,0.00680286,-0.000337798,-2.40313e-05,8.57821e-07,2.2817e-15,-3.71529e-16,1.26489,-0.0663539,0.00494257,0.000464939,-1.74598e-05,-8.57821e-07,-2.92052e-15,6.28688e-16,0,0,0,0,0,0,0,0
1.53215,1.26,0.0130536,-1.13339e-15,1.08497e-15,2.33647e-16,-4.81353e-16,-2.31906e-16,1.05446e-16,-0.235114,0.0663539,0.00494257,-0.000464939,-1.74598e-05,1.08092e-06,1.98198e-15,-2.3145e-16,1.17639,-0.048209,0.00680286,0.000337798,-2.40313e-05,-5.50755e-07,-1.51509e-15,1.71155e-16,0,0,0,0,0,0,0,0
1.53215,1.28,0.0130536,1.6345e-15,-3.40154e-15,4.58676e-16,-2.80895e-15,1.51971e-15,-7.51227e-17,-0.123607,0.0780037,0.00259846,-0.000546568,-9.17915e-06,1.19821e-06,-3.04829e-15,7.41838e-16,1.11958,-0.0253449,0.00799725,0.000177591,-2.82505e-05,-1.89777e-07,-7.71535e-16,1.43244e-16,0,0,0,0,0,0,0,0
1.53215,1.3,0.0130536,-4.08595e-15,5.13163e-15,2.42232e-15,-2.16886e-15,7.55672e-16,-1.72989e-16,-1.07794e-15,0.082018,9.69779e-15,-0.000574696,-2.14233e-14,1.19821e-06,-2.49047e-15,2.22722e-16,1.1,4.39633e-14,0.0084088,-2.45145e-14,-2.97043e-05,1.89777e-07,2.76463e-15,-4.26593e-16,0,0,0,0,0,0,0,0
1.53215,1.32,0.0130536,9.76592e-15,-1.02633e-14,-6.35252e-15,2.73543e-15,1.16428e-16,1.43343e-16,0.123607,0.0780037,-0.00259846,-0.000546568,9.17915e-06,1.08092e-06,4.09308e-15,-6.84145e-16,1.11958,0.0253449,0.00799725,-0.000177591,-2.82505e-05,5.50755e-07,5.66756e-15,-1.02636e-15,0,0,0,0,0,0,0,0
1.53215,1.34,0.0130536,-2.30541e-14,2.28138e-14,1.7044e-14,-6.23256e-15,2.30686e-16,1.21659e-16,0.235114,0.0663539,-0.00494257,-0.000464939,1.74598e-05,8.57821e-07,-4.6122e-16,1.17202e-16,1.17639,0.048209,0.00680286,-0.000337798,-2.40313e-05,8.57821e-07,1.18525e-15,-5.70453e-16,0,0,0,0,0,0,0,0
1.53215,1.36,0.0130536,5.36205e-14,-5.29877e-14,-4.51043e-14,1.8983e-14,-2.9104e-16,1.03426e-16,0.323607,0.048209,-0.00680286,-0.000337798,2.40313e-05,5.50755e-07,1.85287e-15,-2.74696e-16,1.26489,0.0663539,0.00494257,-0.000464939,-1.74598e-05,1.08092e-06,3.40488e-15,-4.47545e-16,0,0,0,0,0,0,0,0
1.53215,1.38,0.0130536,-1.24119e-13,1.2225e-13,1.0241e-13,-4.36239e-14,-1.50445e-17,1.93123e-16,0.380423,0.0253449,-0.00799725,-0.000177591,2.82505e-05,1.89777e-07,-3.05182e-16,9.77718e-17,1.37639,0.0780037,0.00259846,-0.000546568,-9.17915e-06,1.19821e-06,4.04825e-15,-6.98497e-16,0,0,0,0,0,0,0,0
1.53215,1.4,0.0130536,2.8978e-13,-2.85495e-13,-2.38071e-13,1.03694e-13,-1.97927e-15,2.1152e-16,0.4,-1.17587e-12,-0.0084088,6.59664e-13,2.97043e-05,-1.89777e-07,-1.23187e-15,1.00363e-16,1.5,0.082018,-1.69531e-12,-0.000574696,1.37701e-12,1.19821e-06,2.39365e-15,1.31717e-16,0,0,0,0,0,0,0,0
1.53215,1.42,0.0130536,-6.73081e-13,6.672e-13,5.43428e-13,-2.33829e-13,-5.61337e-16,6.66865e-18,0.380423,-0.0253449,-0.00799725,0.000177591,2.82505e-05,-5.50754e-07,6.5849e-16,-5.9482e-17,1.62361,0.0780037,-0.00259846,-0.000546568,9.17914e-06,1.08092e-06,-3.04281e-15,5.3893e-16,0,0,0,0,0,0,0,0
1.53215,1.44,0.0130536,1.56185e-12,-1.54682e-12,-1.2672e-12,5.46898e-13,2.62871e-16,6.00603e-17,0.323607,-0.048209,-0.00680286,0.000337798,2.40313e-05,-8.57822e-07,-1.9997e-15,2.18711e-16,1.73511,0.0663539,-0.00494257,-0.000464939,1.74598e-05,8.57818e-07,1.2091e-15,1.22569e-16,0,0,0,0,0,0,0,0
1.53215,1.46,0.0130536,-3.62957e-12,3.59372e-12,2.94759e-12,-1.27897e-12,1.32833e-16,6.61919e-17,0.235114,-0.0663539,-0.00494257,0.000464939,1.74598e-05,-1.08091e-06,-5.04533e-16,9.06122e-17,1.82361,0.048209,-0.00680286,-0.000337798,2.40313e-05,5.50762e-07,4.1494e-15,-7.19192e-16,0,0,0,0,0,0,0,0
1.53215,1.48,0.0130536,8.42896e-12,-8.34646e-12,-6.84252e-12,2.96902e-12,1.54646e-15,-1.97609e-17,0.123607,-0.0780037,-0.00259846,0.000546568,9.17916e-06,-1.19821e-06,-1.01546e-15,1.97135e-16,1.88042,0.0253449,-0.00799725,-0.000177591,2.82505e-05,1.8976e-07,2.01406e-15,-4.27038e-16,0,0,0,0,0,0,0,0
1.53215,1.5,0.0130536,-1.95766e-11,1.93862e-11,1.58916e-11,-6.891e-12,-1.78171e-15,-5.99718e-17,1.12692e-15,-0.082018,4.47853e-11,0.000574696,-3.63605e-11,-1.19819e-06,1.18189e-15,-3.54873e-16,1.9,2.03239e-10,-0.0084088,-1.1357e-10,2.97043e-05,-1.89737e-07,1.126e-15,-5.96223e-16,0,0,0,0,0,0,0,0
1.53215,1.52,0.0130536,4.5466e-11,-4.50212e-11,-3.69161e-11,1.60147e-11,-7.85648e-16,1.70475e-16,-0.123607,-0.0780037,0.00259846,0.000546569,-9.17906e-06,-1.08095e-06,4.3573e-15,-7.41662e-16,1.88042,-0.0253449,-0.00799725,0.000177591,2.82507e-05,-5.50849e-07,4.25257e-15,-4.8144e-16,0,0,0,0,0,0,0,0
1.53215,1.54,0.0130536,-1.05594e-10,1.04565e-10,8.57295e-11,-3.71801e-11,-2.11694e-15,-8.73784e-17,-0.235114,-0.0663539,0.00494257,0.000464939,-1.746e-05,-8.57736e-07,-3.17107e-15,4.74203e-16,1.82361,-0.0482089,-0.00680286,0.000337797,2.40308e-05,-8.57603e-07,2.02963e-15,-3.82642e-16,0,0,0,0,0,0,0,0
1.53215,1.56,0.0130536,2.45238e-10,-2.42849e-10,-1.99104e-10,8.63513e-11,1.1752e-16,-9.50625e-18,-0.323607,-0.048209,0.00680286,0.000337798,-2.40309e-05,-5.50952e-07,5.22911e-16,-1.9353e-16,1.73511,-0.0663539,-0.00494257,0.00046494,1.74609e-05,-1.08142e-06,2.28973e-15,-8.87541e-16,0,0,0,0,0,0,0,0
1.53215,1.58,0.0130536,-5.69562e-10,5.64011e-10,4.62416e-10,-2.00549e-10,1.0824e-15,1.64561e-16,-0.380423,-0.0253449,0.00799725,0.00017759,-2.82516e-05,-1.89318e-07,2.04896e-16,-1.68594e-16,1.62361,-0.0780037,-0.00259846,0.000546565,9.17644e-06,-1.19703e-06,-2.71983e-15,4.06793e-16,0,0,0,0,0,0,0,0
1.53215,1.6,0.0130536,1.32279e-09,-1.3099e-09,-1.07394e-09,4.65772e-10,2.90249e-15,-1.85453e-16,-0.4,-5.36285e-09,0.0084088,2.99669e-09,-2.97019e-05,1.88712e-07,-2.97722e-16,2.96665e-17,1.5,-0.082018,-7.74928e-09,0.000574704,6.29147e-09,-1.20093e-06,-1.6842e-15,2.50546e-16,0,0,0,0,0,0,0,0
1.53215,1.62,0.0130536,-3.07215e-09,3.04221e-09,2.49421e-09,-1.08174e-09,-1.75746e-15,8.58717e-17,-0.380423,0.025345,0.00799725,-0.000177598,-2.82562e-05,5.5323e-07,2.0106e-15,-4.3036e-16,1.37639,-0.0780037,0.00259848,0.000546551,-9.19376e-06,-1.07458e-06,-4.53213e-15,1.0596e-15,0,0,0,0,0,0,0,0
1.53215,1.64,0.0130536,7.13498e-09,-7.06546e-09,-5.79274e-09,2.51232e-09,-4.74488e-16,-1.01822e-16,-0.323607,0.0482089,0.00680285,-0.000337782,-2.40181e-05,8.52073e-07,5.19452e-15,-1.03247e-15,1.26489,-0.066354,0.00494253,0.00046498,-1.74258e-05,-8.72539e-07,1.55822e-15,1.26838e-16,0,0,0,0,0,0,0,0
1.53215,1.66,0.0130535,-1.65708e-08,1.64094e-08,1.34535e-08,-5.8348e-09,8.4709e-16,-1.37293e-16,-0.235114,0.066354,0.00494261,-0.000464976,-1.74906e-05,1.09427e-06,5.35325e-15,-7.53615e-16,1.17639,-0.0482088,0.00680296,0.000337702,-2.41101e-05,-5.16573e-07,-3.17969e-16,2.66842e-16,0,0,0,0,0,0,0,0
1.53215,1.68,0.0130536,3.84853e-08,-3.81103e-08,-3.12454e-08,1.35512e-08,1.96891e-15,-1.48991e-16,-0.123607,0.0780036,0.00259837,-0.000546481,-9.10767e-06,1.1672e-06,9.7936e-16,-2.06649e-16,1.11958,-0.0253453,0.00799702,0.000177814,-2.80675e-05,-2.69164e-07,4.16216e-16,-3.19526e-16,0,0,0,0,0,0,0,0
1.53215,1.7,0.0130534,-8.9381e-08,8.85102e-08,7.25666e-08,-3.14722e-08,6.25035e-16,-2.82144e-16,-1.17591e-15,0.0820183,2.04479e-07,-0.000574899,-1.66012e-07,1.27021e-06,-2.87097e-16,2.58636e-16,1.1,9.27935e-07,0.00840933,-5.18517e-07,-3.01295e-05,3.7415e-07,-9.67279e-15,2.22316e-15,0,0,0,0,0,0,0,0
1.53215,1.72,0.0130539,2.07585e-07,-2.05563e-07,-1.68534e-07,7.30934e-08,1.61182e-14,-3.4574e-15,0.123607,0.0780029,-0.00259894,-0.000546098,9.56471e-06,9.137e-07,-3.95035e-14,8.54575e-15,1.11958,0.0253428,0.00799603,-0.000176387,-2.72632e-05,1.22553e-07,-9.20025e-14,1.93615e-14,0,0,0,0,0,0,0,0
1.53215,1.74,0.0130527,-4.82111e-07,4.77414e-07,3.91416e-07,-1.69758e-07,1.53501e-13,-3.30939e-14,0.235114,0.0663559,-0.00494147,-0.000466031,1.65643e-05,1.24618e-06,-3.90235e-13,8.46155e-14,1.17639,0.048214,0.00680569,-0.000340595,-2.63243e-05,1.85231e-06,-8.76977e-13,1.89421e-13,0,0,0,0,0,0,0,0
1.53215,1.76,0.0130556,1.11969e-06,-1.10878e-06,-9.09052e-07,3.94255e-07,1.52177e-12,-3.28158e-13,0.323607,0.0482044,-0.00680543,-0.000335261,2.6111e-05,-3.51189e-07,-3.91495e-12,8.45196e-13,1.26489,0.0663423,0.00493601,-0.000458443,-1.21343e-05,-1.22874e-06,-8.71714e-12,1.88182e-12,0,0,0,0,0,0,0,0
1.53215,1.78,0.013049,-2.60045e-06,2.57511e-06,2.11127e-06,-9.15678e-07,1.50454e-11,-3.24763e-12,0.380423,0.0253555,-0.0079913,-0.000183482,2.34205e-05,2.2846e-06,-3.87763e-11,8.37017e-12,1.37639,0.0780307,0.0026137,-0.000561654,-2.15475e-05,6.5625e-06,-8.63018e-11,1.86282e-11,0,0,0,0,0,0,0,0
1.53215,1.8,0.0130643,6.03947e-06,-5.98066e-06,-4.90317e-06,2.12634e-06,1.48943e-10,-3.21499e-11,0.4,-2.44852e-05,-0.00842262,1.36821e-05,4.09214e-05,-5.05416e-06,-3.83857e-10,8.2857e-11,1.5,0.0819553,-3.53809e-05,-0.00053966,2.87241e-05,-1.12585e-05,-8.54266e-10,1.84397e-10,0,0,0,0,0,0,0,0
1.53215,1.82,0.0130287,-1.40266e-05,1.38896e-05,1.13894e-05,-4.94135e-06,1.47439e-09,-3.18251e-10,0.380423,-0.0252881,-0.00796516,0.000145815,2.19423e-06,1.07544e-05,-3.79982e-09,8.20205e-10,1.62361,0.0781493,-0.00251629,-0.000627938,-5.75432e-05,3.00284e-05,-8.45642e-09,1.82535e-09,0,0,0,0,0,0,0,0
1.53215,1.84,0.0131113,3.25758e-05,-3.22615e-05,-2.64323e-05,1.14466e-05,1.45949e-08,-3.15036e-09,0.323607,-0.048341,-0.00687739,0.000411604,8.44964e-05,-2.70375e-05,-3.76144e-08,8.1192e-09,1.73511,0.0660157,-0.00513341,-0.000275942,0.000172309,-6.62024e-05,-8.37099e-08,1.80691e-08,0,0,0,0,0,0,0,0
1.53215,1.86,0.0129195,-7.56623e-05,7.48942e-05,6.15802e-05,-2.68771e-05,1.44475e-07,-3.11854e-08,0.235114,-0.0660472,-0.00476947,0.00029361,-0.000123463,6.0475e-05,-3.72344e-07,8.03718e-08,1.82361,0.0489944,-0.00635961,-0.000776552,-0.000336704,0.000157975,-8.28642e-07,1.78865e-07,0,0,0,0,0,0,0,0
1.53215,1.88,0.013365,0.000175661,-0.000174263,-0.000141119,5.95265e-05,1.43015e-06,-3.08704e-07,0.123607,-0.0787161,-0.00300031,0.000945309,0.000331576,-0.0001367,-3.68583e-06,7.95598e-07,1.88042,0.0235207,-0.00902633,0.000843256,0.000855156,-0.000348821,-8.20271e-06,1.77058e-06,0,0,0,0,0,0,0,0
1.53215,1.9,0.0123304,-0.000408514,0.000401581,0.000346565,-0.00016697,1.41571e-05,-3.05585e-06,-1.96191e-16,-0.0803636,0.000934673,-0.000343289,-0.00079726,0.000387534,-3.64859e-05,7.87561e-06,1.9,0.00423653,-0.00601566,-0.00235288,-0.00199869,0.000975106,-8.11985e-05,1.7527e-05,0,0,0,0,0,0,0,0
1.53215,1.92,0.0147325,0.000941668,-0.000965068,-0.00061908,0.000104972,0.00014014,-3.02498e-05,-0.123607,-0.0818444,0.000446324,0.00276234,0.00136366,-0.000175324,-0.000361173,7.79605e-05,1.88042,-0.0351809,-0.0135146,0.0058279,0.00367343,-0.000643499,-0.000803782,0.000173499,0,0,0,0,0,0,0,0
1.53215,1.94,0.00916757,-0.00221786,0.00195148,0.0032881,-0.00307809,0.00138725,-0.000299442,-0.235114,-0.0574722,0.0100128,-0.00394008,-0.00797661,0.00771517,-0.00357525,0.00077173,1.82361,-0.0254408,0.00619005,-0.0111209,-0.0190537,0.017747,-0.00795663,0.00171747,0,0,0,0,0,0,0,0
1.53215,1.96,0.0217689,0.00393182,-0.00811916,0.0104243,-0.0201014,0.0137323,-0.00296417,-0.323607,-0.0679526,-0.00165379,0.0199514,-0.0280365,0.0521529,-0.0353913,0.00763934,1.73511,-0.117477,-0.0281703,0.0476154,-0.0592759,0.115114,-0.0787625,0.0170012,0,0,0,0,0,0,0,0
